,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Biscoe,Dream,Torgersen
322,0.5490909090909092,0.28571428571428575,0.7288135593220338,0.6319444444444444,1,0,0
323,0.6181818181818182,0.22619047619047622,0.9491525423728814,0.7777777777777778,1,0,0
324,0.5527272727272726,0.08333333333333345,0.7457627118644068,0.5625,1,0,0
325,0.5345454545454544,0.3571428571428573,0.7288135593220338,0.7777777777777778,1,0,0
326,0.3490909090909091,0.19047619047619044,0.6440677966101694,0.5555555555555556,1,0,0
327,0.7745454545454544,0.32142857142857156,0.7966101694915254,0.7777777777777778,1,0,0
328,0.4072727272727271,0.10714285714285718,0.6101694915254238,0.5208333333333334,1,0,0
329,0.5818181818181818,0.23809523809523808,0.6271186440677966,0.7777777777777778,1,0,0
330,0.6690909090909091,0.24999999999999994,0.7457627118644068,0.6388888888888888,1,0,0
331,0.6436363636363635,0.3333333333333334,0.9661016949152542,0.9027777777777778,1,0,0
332,0.4145454545454545,0.24999999999999994,0.6949152542372882,0.5416666666666666,1,0,0
333,0.7054545454545454,0.38095238095238104,0.9830508474576272,0.7777777777777778,1,0,0
334,0.5127272727272728,0.11904761904761904,0.7627118644067796,0.4652777777777778,1,0,0
335,0.8363636363636363,0.3452380952380953,0.9830508474576272,0.875,1,0,0
336,0.45090909090909087,0.3095238095238095,0.7627118644067796,0.6041666666666666,1,0,0
337,0.6072727272727271,0.369047619047619,0.847457627118644,0.9166666666666666,1,0,0
338,0.5490909090909092,0.07142857142857138,0.711864406779661,0.6180555555555556,1,0,0
339,0.4298883572567782,0.48228209412419976,0.4900882148875014,0.4171539961013645,1,0,0
340,0.5345454545454544,0.142857142857143,0.7288135593220338,0.5972222222222222,1,0,0
341,0.6654545454545453,0.3095238095238095,0.847457627118644,0.8472222222222222,1,0,0
342,0.47636363636363643,0.2023809523809525,0.6779661016949152,0.6944444444444444,1,0,0
343,0.6472727272727272,0.3571428571428573,0.6949152542372882,0.75,1,0,0
